Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks
CMP0895,2026-03-13,Central,Ward-10,Park Street,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-03-18,4.0,22.501505,88.266997,Inspection Pending
CMP0896,2026-03-24,East,Ward-13,New Town,Park Maintenance,Parks Department,Medium,Resolved,Sonia Ghosh,2026-03-29,4.0,22.598136,88.376842,Repaired
CMP0897,2026-04-15,West,Ward-12,Behala,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-04-21,4.0,22.473829,88.431878,Team Assigned
CMP0898,2026-06-08,East,Ward-9,Salt Lake,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-06-15,3.0,22.46838,88.355181,Repaired
CMP0899,2026-04-11,East,Ward-19,Salt Lake,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.575321,88.360187,Inspection Pending
CMP0900,2026-05-12,West,Ward-11,Behala,Sewer Problem,Sewer Department,High,Resolved,Vikram Das,2026-05-21,5.0,22.633316,88.285672,Work Completed
CMP0901,2026-01-23,East,Ward-1,New Town,Water Leakage,Water Department,High,Open,Rohit Das,,,22.518699,88.344023,Material Awaited
CMP0902,2026-02-20,North,Ward-16,Dum Dum,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.583403,88.390429,Verified
CMP0903,2026-03-03,South,Ward-22,Garia,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-10-03,4.0,22.670008,88.408272,Team Assigned
CMP0904,2026-02-24,West,Ward-23,Santragachi,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.673282,88.333768,Inspection Pending
CMP0905,2026-05-29,South,Ward-28,Tollygunge,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.552638,88.318213,Work Completed
CMP0906,2026-06-18,Central,Ward-22,Park Street,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-06-20,4.0,22.687964,88.478777,Work Completed
CMP0907,2026-06-01,East,Ward-25,Salt Lake,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.653289,88.376963,Pending
CMP0908,2026-01-13,North,Ward-1,Dum Dum,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-01-21,3.0,22.547159,88.258583,Pending
CMP0909,2026-02-01,Central,Ward-26,Park Street,Park Maintenance,Parks Department,High,Open,Sonia Ghosh,,,22.683843,88.410917,Work Completed
CMP0910,2026-04-12,North,Ward-22,Dum Dum,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.682138,88.349612,Verified
CMP0911,2026-03-22,South,Ward-26,Tollygunge,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.684646,88.293473,Verified
CMP0912,2026-12-02,North,Ward-25,Dum Dum,Park Maintenance,Parks Department,High,Open,Arjun Roy,,,22.451622,88.325233,Material Awaited
CMP0913,2026-02-23,North,Ward-26,Dum Dum,Water Leakage,Water Department,High,Resolved,Rohit Das,2026-02-24,4.0,22.639032,88.389747,Pending
CMP0914,2026-02-16,East,Ward-22,New Town,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-02-23,4.0,22.51414,88.411685,Pending
CMP0915,2026-06-25,East,Ward-22,Salt Lake,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-07-04,3.0,22.491378,88.289071,Verified
CMP0916,2026-04-19,East,Ward-23,New Town,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.452537,88.420636,Work Completed
CMP0917,2026-01-12,West,Ward-9,Behala,Road Damage,Road Department,Low,Resolved,Suresh Roy,2026-01-18,5.0,22.628295,88.265384,Material Awaited
CMP0918,2026-03-02,West,Ward-22,Behala,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-03-05,4.0,22.529341,88.409602,Work Completed
CMP0919,2026-01-18,West,Ward-17,Santragachi,Traffic Signal Fault,Traffic Department,Medium,In Progress,Deepak Bose,,,22.644326,88.39269,Inspection Pending
CMP0920,2026-04-24,South,Ward-20,Tollygunge,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.656956,88.406897,Repaired
CMP0921,2026-03-15,South,Ward-14,Tollygunge,Illegal Dumping,Sanitation Department,Low,Resolved,Neha Gupta,2026-03-21,3.0,22.528558,88.301902,Pending
CMP0922,2026-11-05,East,Ward-23,New Town,Street Light Fault,Electricity Department,Low,Open,Karan Paul,,,22.657956,88.355077,Pending
CMP0923,2026-05-14,South,Ward-6,Tollygunge,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-05-20,5.0,22.574329,88.493858,Verified
CMP0924,2026-06-06,West,Ward-16,Santragachi,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.506998,88.416487,Work Completed
CMP0925,2026-03-28,North,Ward-2,Shyambazar,Illegal Dumping,Sanitation Department,High,In Progress,Pooja Sen,,,22.566657,88.258733,Repaired
CMP0926,2026-04-04,South,Ward-17,Tollygunge,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.68341,88.490576,Pending
CMP0927,2026-06-19,East,Ward-21,Salt Lake,Street Light Fault,Electricity Department,High,Resolved,Karan Paul,2026-06-28,5.0,22.601523,88.423993,Inspection Pending
CMP0928,2026-05-13,South,Ward-4,Tollygunge,Traffic Signal Fault,Traffic Department,High,Open,Rahul Sen,,,22.464368,88.276258,Team Assigned
CMP0929,2026-01-18,East,Ward-24,Salt Lake,Pothole,Road Department,High,In Progress,Suresh Roy,,,22.472396,88.438104,Repaired
CMP0930,2026-05-10,North,Ward-23,Shyambazar,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.58873,88.340598,Material Awaited
CMP0931,2026-02-17,Central,Ward-15,Esplanade,Traffic Signal Fault,Traffic Department,Medium,In Progress,Deepak Bose,,,22.519038,88.395178,Repaired
CMP0932,2026-10-01,East,Ward-2,Salt Lake,Park Maintenance,Parks Department,Medium,Resolved,Arjun Roy,2026-01-11,4.0,22.456311,88.377901,Material Awaited
CMP0933,2026-04-20,West,Ward-18,Behala,Sewer Problem,Sewer Department,Medium,Open,Vikram Das,,,22.555686,88.490188,Work Completed
CMP0934,2026-06-18,Central,Ward-18,Esplanade,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.468986,88.388525,Verified
CMP0935,2026-03-18,Central,Ward-26,Park Street,Pothole,Road Department,Low,Open,Suresh Roy,,,22.669483,88.317547,Repaired
CMP0936,2026-05-07,Central,Ward-8,Esplanade,Traffic Signal Fault,Traffic Department,Low,Resolved,Rahul Sen,2026-05-17,4.0,22.559503,88.467493,Inspection Pending
CMP0937,2026-05-01,East,Ward-18,New Town,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.653446,88.300241,Inspection Pending
CMP0938,2026-06-12,South,Ward-10,Tollygunge,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-06-19,3.0,22.47776,88.252658,Inspection Pending
CMP0939,2026-04-05,North,Ward-22,Shyambazar,Illegal Dumping,Sanitation Department,High,In Progress,Pooja Sen,,,22.699078,88.477239,Repaired
CMP0940,2026-06-06,North,Ward-14,Dum Dum,Road Damage,Road Department,High,Open,Rajesh Kumar,,,22.483359,88.334487,Work Completed
CMP0941,2026-03-18,Central,Ward-12,Esplanade,Street Light Fault,Electricity Department,High,In Progress,Amit Singh,,,22.687648,88.429166,Work Completed
CMP0942,2026-03-17,Central,Ward-15,Esplanade,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-03-24,3.0,22.600696,88.321482,Verified
CMP0943,2026-05-03,South,Ward-18,Garia,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.598157,88.430992,Inspection Pending
CMP0944,2026-11-03,South,Ward-20,Garia,Water Leakage,Water Department,Low,In Progress,Priya Sharma,,,22.502584,88.355752,Inspection Pending
CMP0945,2026-04-01,Central,Ward-27,Park Street,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-12-01,3.0,22.617865,88.356584,Pending
CMP0946,2026-05-24,South,Ward-29,Garia,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.550916,88.316482,Work Completed
CMP0947,2026-04-24,West,Ward-6,Santragachi,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-05-01,3.0,22.58099,88.48964,Verified
CMP0948,2026-03-19,South,Ward-12,Tollygunge,Road Damage,Road Department,High,Open,Suresh Roy,,,22.626383,88.280781,Team Assigned
CMP0949,2026-04-08,West,Ward-20,Santragachi,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.509971,88.409591,Pending
CMP0950,2026-01-30,North,Ward-11,Dum Dum,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.488622,88.386947,Team Assigned
CMP0951,2026-04-15,Central,Ward-20,Park Street,Garbage Overflow,Sanitation Department,High,Resolved,Neha Gupta,2026-04-16,4.0,22.51062,88.442314,Work Completed
CMP0952,2026-03-16,Central,Ward-18,Esplanade,Illegal Dumping,Sanitation Department,High,In Progress,Pooja Sen,,,22.51731,88.315862,Pending
CMP0953,2026-04-06,West,Ward-25,Behala,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.57831,88.473299,Material Awaited
CMP0954,2026-03-17,West,Ward-23,Behala,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.476341,88.406794,Pending
CMP0955,2026-05-31,Central,Ward-30,Esplanade,Traffic Signal Fault,Traffic Department,Low,In Progress,Deepak Bose,,,22.605714,88.315768,Team Assigned
CMP0956,2026-01-09,East,Ward-21,New Town,Sewer Problem,Sewer Department,Medium,In Progress,Vikram Das,,,22.537739,88.394833,Material Awaited
CMP0957,2026-06-02,East,Ward-19,New Town,Road Damage,Road Department,Low,In Progress,Rajesh Kumar,,,22.570725,88.464957,Pending
CMP0958,2026-05-23,East,Ward-1,Salt Lake,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.695813,88.487715,Material Awaited
CMP0959,2026-03-28,Central,Ward-29,Park Street,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.51401,88.276852,Inspection Pending
CMP0960,2026-01-08,Central,Ward-2,Park Street,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-01-17,3.0,22.506657,88.353339,Repaired
CMP0961,2026-06-14,South,Ward-3,Garia,Water Leakage,Water Department,Low,Open,Rohit Das,,,22.685676,88.252261,Material Awaited
CMP0962,2026-01-06,North,Ward-4,Shyambazar,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.604176,88.271853,Verified
CMP0963,2026-06-14,South,Ward-18,Garia,Street Light Fault,Electricity Department,High,In Progress,Karan Paul,,,22.480169,88.331748,Pending
CMP0964,2026-02-25,North,Ward-11,Dum Dum,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.680122,88.259311,Work Completed
CMP0965,2026-01-12,West,Ward-3,Santragachi,Park Maintenance,Parks Department,Medium,Resolved,Sonia Ghosh,2026-01-14,4.0,22.699338,88.479359,Work Completed
CMP0966,2026-06-20,West,Ward-8,Behala,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-06-28,5.0,22.589903,88.362718,Pending
CMP0967,2026-02-26,West,Ward-4,Santragachi,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.537153,88.355231,Repaired
CMP0968,2026-03-29,North,Ward-7,Shyambazar,Illegal Dumping,Sanitation Department,Medium,Open,Pooja Sen,,,22.505799,88.333985,Pending
CMP0969,2026-06-23,West,Ward-11,Behala,Park Maintenance,Parks Department,High,Open,Sonia Ghosh,,,22.569118,88.380484,Work Completed
CMP0970,2026-05-18,North,Ward-30,Dum Dum,Pothole,Road Department,Medium,Resolved,Rajesh Kumar,2026-05-19,5.0,22.623927,88.495322,Verified
CMP0971,2026-04-01,Central,Ward-20,Esplanade,Road Damage,Road Department,Low,Open,Suresh Roy,,,22.476332,88.447841,Verified
CMP0972,2026-06-16,South,Ward-26,Garia,Drain Blockage,Sewer Department,Low,Resolved,Vikram Das,2026-06-26,4.0,22.586755,88.306467,Pending
CMP0973,2026-10-04,North,Ward-21,Shyambazar,Pothole,Road Department,High,Open,Suresh Roy,,,22.524163,88.486839,Team Assigned
CMP0974,2026-04-17,East,Ward-23,Salt Lake,Pothole,Road Department,Low,Resolved,Suresh Roy,2026-04-25,3.0,22.655372,88.285715,Work Completed
CMP0975,2026-05-03,South,Ward-30,Tollygunge,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.590265,88.362563,Team Assigned
CMP0976,2026-12-01,South,Ward-24,Tollygunge,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.55843,88.484811,Repaired
CMP0977,2026-03-08,West,Ward-25,Behala,Traffic Signal Fault,Traffic Department,Medium,In Progress,Rahul Sen,,,22.62901,88.37032,Material Awaited
CMP0978,2026-03-06,West,Ward-20,Santragachi,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.64585,88.44919,Material Awaited
CMP0979,2026-03-18,Central,Ward-26,Park Street,Drain Blockage,Sewer Department,Medium,Resolved,Anil Shaw,2026-03-26,4.0,22.582312,88.478059,Material Awaited
CMP0980,2026-04-06,North,Ward-30,Shyambazar,Sewer Problem,Sewer Department,Medium,Open,Vikram Das,,,22.565857,88.376409,Work Completed
CMP0981,2026-03-29,Central,Ward-20,Park Street,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-08-04,4.0,22.573286,88.284826,Repaired
CMP0982,2026-03-16,East,Ward-27,Salt Lake,Street Light Fault,Electricity Department,High,In Progress,Karan Paul,,,22.666547,88.374366,Pending
CMP0983,2026-06-15,South,Ward-3,Garia,Street Light Fault,Electricity Department,Medium,Open,Karan Paul,,,22.564456,88.479866,Inspection Pending
CMP0984,2026-03-09,East,Ward-16,New Town,Illegal Dumping,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.477875,88.308086,Work Completed
CMP0985,2026-01-02,West,Ward-17,Behala,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.507674,88.373467,Team Assigned
CMP0986,2026-02-25,North,Ward-20,Dum Dum,Traffic Signal Fault,Traffic Department,Low,Open,Rahul Sen,,,22.525504,88.373174,Pending
CMP0987,2026-03-19,West,Ward-10,Santragachi,Garbage Overflow,Sanitation Department,Medium,Resolved,Pooja Sen,2026-03-23,4.0,22.678771,88.324206,Work Completed
CMP0988,2026-02-26,East,Ward-16,New Town,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.569431,88.353104,Inspection Pending
CMP0989,2026-06-30,South,Ward-26,Garia,Drain Blockage,Sewer Department,Low,Resolved,Anil Shaw,2026-07-10,3.0,22.603418,88.426573,Work Completed
CMP0990,2026-01-03,East,Ward-8,Salt Lake,Street Light Fault,Electricity Department,High,In Progress,Karan Paul,,,22.505185,88.426658,Material Awaited
CMP0991,2026-02-21,North,Ward-22,Shyambazar,Road Damage,Road Department,Low,Resolved,Rajesh Kumar,2026-02-27,4.0,22.555661,88.4421,Verified
CMP0992,2026-04-02,Central,Ward-23,Esplanade,Road Damage,Road Department,High,Open,Suresh Roy,,,22.503435,88.374023,Verified
CMP0993,2026-03-19,East,Ward-25,New Town,Pothole,Road Department,Low,In Progress,Suresh Roy,,,22.588605,88.4743,Work Completed
CMP0994,2026-06-20,West,Ward-14,Santragachi,Sewer Problem,Sewer Department,Medium,Open,Anil Shaw,,,22.50846,88.303275,Material Awaited
CMP0995,2026-02-22,North,Ward-26,Dum Dum,Illegal Dumping,Sanitation Department,Low,Resolved,Neha Gupta,2026-02-27,5.0,22.663966,88.279252,Verified
CMP0996,2026-05-21,North,Ward-3,Shyambazar,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-05-28,4.0,22.591438,88.442032,Verified
CMP0997,2026-04-26,North,Ward-11,Dum Dum,Garbage Overflow,Sanitation Department,High,In Progress,Neha Gupta,,,22.624372,88.312461,Material Awaited
CMP0998,2026-01-03,West,Ward-23,Behala,Water Leakage,Water Department,Low,Resolved,Priya Sharma,2026-04-01,4.0,22.515797,88.363269,Repaired
CMP0999,2026-02-07,North,Ward-25,Dum Dum,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-02-11,5.0,22.638081,88.412919,Work Completed
CMP1000,2026-03-11,Central,Ward-29,Esplanade,Water Leakage,Water Department,High,Resolved,Priya Sharma,2026-03-20,4.0,22.537165,88.332758,Repaired
